Object ID,Map Label,Asset Name,Asset Type,Quantity,lat,lng
1,326,Trash Can,Asphalt Pathway Trash Cans,Trash Can,4,"(37.7335992191,-122.447395293)"
1,327,Trash Can,Asphalt Pathway Trash Cans,Trash Can,4,"(37.7337078437,-122.447691378)"
1,329,Trash Can,Asphalt Pathway Trash Cans,Trash Can,4,"(37.7338403778,-122.4483108)"
1,330,Trash Can,Asphalt Pathway Trash Cans,Trash Can,4,"(37.733448159,-122.448380234)"
1,331,Trash Can,Erle Field Trash Can,Trash Can,1,"(37.748094947,-122.49896275)"
1,333,Trash Can,Multi-Use Paved Playfield Trash Can,Trash Can,1,"(37.7478388261,-122.497650612)"
1,349,Trash Can,Asphalt Pathway Trash Cans,Trash Can,15,"(37.7913102192,-122.428593381)"
1,377,Trash Can,Dog Play Area Trash Cans,Trash Can,2,"(37.7917736646,-122.427488136)"
1,389,Trash Can,Asphalt Pathway Trash Cans,Trash Can,15,"(37.7910435642,-122.427347093)"
1,395,Trash Can,Concrete Pathway Trash Cans,Trash Can,5,"(37.7820055243,-122.425561804)"
1,396,Trash Can,Concrete Pathway Trash Cans,Trash Can,5,"(37.7823373529,-122.424496796)"
1,403,Trash Can,Concrete Pathway Trash Cans,Trash Can,5,"(37.7818988155,-122.425744777)"
1,405,Trash Can,Concrete Pathway Trash Cans,Trash Can,5,"(37.7820684036,-122.42564338)"
1,407,Trash Can,Asphalt Pathway Trash Cans,Trash Can,5,"(37.782337428,-122.435550883)"
1,409,Trash Can,Turf Trash Cans,Trash Can,1,"(37.7842049205,-122.435743588)"
1,410,Trash Can,Multi-Use Paved Play Area Trash Cans,Trash Can,2,"(37.784282217,-122.436151998)"
1,412,Trash Can,Children's Play Area 1 Trash Cans,Trash Can,1,"(37.7843140142,-122.435950121)"
1,414,Trash Can,Children's Play Area 2 Trash Cans,Trash Can,1,"(37.7844323543,-122.435371868)"
1,416,Trash Can,Turf Trash Cans,Trash Can,1,"(37.770404685,-122.4419903)"
1,417,Trash Can,Perennial Bed Trash Cans,Trash Can,9,"(37.7701178348,-122.442071922)"
1,418,Trash Can,Natural Area Trash Cans,Trash Can,5,"(37.770094927,-122.441126425)"
1,419,Trash Can,Natural Area Trash Cans,Trash Can,5,"(37.7698135104,-122.441883709)"
1,424,Trash Can,Perennial Bed Trash Cans,Trash Can,4,"(37.7463784215,-122.438179098)"
1,425,Trash Can,Perennial Bed Trash Cans,Trash Can,4,"(37.7479895936,-122.438303041)"
1,426,Trash Can,Perennial Bed Trash Cans,Trash Can,4,"(37.7479760945,-122.438301103)"
1,427,Trash Can,Perennial Bed Trash Cans,Trash Can,4,"(37.7479651123,-122.438299232)"
1,446,Trash Can,Natural Area Trash Cans,Trash Can,5,"(37.7699873934,-122.440193292)"
1,447,Trash Can,Perennial Bed Trash Cans,Trash Can,9,"(37.7693264655,-122.438958434)"
1,448,Trash Can,Perennial Bed Trash Cans,Trash Can,9,"(37.7690622036,-122.438836094)"
1,449,Trash Can,Perennial Bed Trash Cans,Trash Can,9,"(37.7692495336,-122.439535816)"
1,450,Trash Can,Perennial Bed Trash Cans,Trash Can,9,"(37.7682554422,-122.439634014)"
1,452,Trash Can,Non-Landscaped Greenspace Trash Cans,Trash Can,2,"(37.7687647508,-122.440520749)"
1,454,Trash Can,Perennial Bed Trash Cans,Trash Can,9,"(37.768297915,-122.440835274)"
1,455,Trash Can,Perennial Bed Trash Cans,Trash Can,9,"(37.7676624138,-122.4415222)"
1,456,Trash Can,Perennial Bed Trash Cans,Trash Can,9,"(37.7663197725,-122.442101326)"
1,457,Trash Can,Perennial Bed Trash Cans,Trash Can,9,"(37.767595065,-122.443092078)"
1,473,Trash Can,Concrete Hardscaped Area Trash Cans,Trash Can,3,"(37.7203779805,-122.432827319)"
1,474,Trash Can,Concrete Hardscaped Area Trash Cans,Trash Can,3,"(37.7206424067,-122.432700795)"
1,479,Trash Can,Picnic Area Trash Cans,Trash Can,1,"(37.7202994523,-122.43344781)"
1,480,Trash Can,Concrete Hardscaped Area Trash Cans,Trash Can,3,"(37.7200874163,-122.433434268)"
1,481,Trash Can,Children's Play Area 2 Trash Cans,Trash Can,1,"(37.7201683395,-122.433750678)"
1,490,Trash Can,Concrete Pathway Trash Cans,Trash Can,1,"(37.7805518975,-122.426966996)"
1,491,Trash Can,Multi-Use Paved Play Area Trash Cans,Trash Can,1,"(37.7807888424,-122.425575948)"
1,494,Trash Can,Asphalt Hardscaped Area Trash Cans,Trash Can,5,"(37.7348183411,-122.390020733)"
1,495,Trash Can,Asphalt Hardscaped Area Trash Cans,Trash Can,5,"(37.7348184506,-122.390013907)"
1,496,Trash Can,Asphalt Hardscaped Area Trash Cans,Trash Can,5,"(37.7348197861,-122.390008687)"
1,497,Trash Can,Asphalt Hardscaped Area Trash Cans,Trash Can,5,"(37.7348244416,-122.390004602)"
1,498,Trash Can,Asphalt Hardscaped Area Trash Cans,Trash Can,5,"(37.7348307982,-122.389998459)"
1,500,Trash Can,Multi-Use Paved Play Area Trash Can,Trash Can,2,"(37.75165849,-122.465194503)"
1,503,Trash Can,Tennis Court 3 Trash Can,Trash Can,1,"(37.7519454499,-122.464787659)"
1,507,Trash Can,Tennis Court 1 Trash Can,Trash Can,1,"(37.7519245362,-122.465298027)"
1,509,Trash Can,Tennis Court 1 Trash Cans,Trash Can,1,"(37.7660927944,-122.438238814)"
1,513,Trash Can,Brick Hardscape Area Trash Cans,Trash Can,4,"(37.7961080957,-122.396386463)"
1,514,Trash Can,Brick Hardscape Area Trash Cans,Trash Can,4,"(37.7961352466,-122.396362581)"
1,515,Trash Can,Brick Hardscape Area Trash Cans,Trash Can,4,"(37.7961652924,-122.396337787)"
1,516,Trash Can,Brick Hardscape Area Trash Cans,Trash Can,4,"(37.796194342,-122.396312624)"
1,519,Trash Can,Turf Trash Cans,Trash Can,3,"(37.7962059399,-122.396623946)"
1,520,Trash Can,Turf Trash Cans,Trash Can,3,"(37.796321052,-122.39616086)"
1,522,Trash Can,Concrete Pathway Trash Cans,Trash Can,7,"(37.7957731369,-122.397709291)"
1,523,Trash Can,Concrete Pathway Trash Cans,Trash Can,7,"(37.7957645165,-122.397706572)"
1,524,Trash Can,Concrete Pathway Trash Cans,Trash Can,7,"(37.7956611684,-122.397861684)"
1,530,Trash Can,Concrete Pathway Trash Cans,Trash Can,7,"(37.7957783995,-122.397648564)"
1,550,Trash Can,Multi-Use Paved Area Trash Can,Trash Can,2,"(37.7935241409,-122.406949805)"
1,551,Trash Can,Multi-Use Paved Area Trash Can,Trash Can,2,"(37.7936227593,-122.407095486)"
1,596,Trash Can,Parking Lot Trash Can,Trash Can,2,"(37.736032788,-122.478563427)"
1,597,Trash Can,Parking Lot Trash Can,Trash Can,2,"(37.7359959601,-122.478357321)"
1,600,Trash Can,Turf Trash Cans,Trash Can,3,"(37.7472280389,-122.411091814)"
1,603,Trash Can,Asphalt Pathway  30 Gallon Trash Can,Trash Can,10,"(37.8015011698,-122.433859121)"
1,606,Trash Can,Asphalt Pathway 55 Gallon Trash Can,Trash Can,5,"(37.8012501521,-122.434265827)"
1,607,Trash Can,Asphalt Pathway 55 Gallon Trash Can,Trash Can,5,"(37.8012393427,-122.43426194)"
1,608,Trash Can,Asphalt Pathway  30 Gallon Trash Can,Trash Can,10,"(37.8012218618,-122.434176384)"
1,609,Trash Can,Asphalt Pathway  30 Gallon Trash Can,Trash Can,10,"(37.8012003949,-122.434508295)"
1,614,Trash Can,Tennis Court 2 Trash Can "(30)",Trash Can,1,"(37.8018116854,-122.434049377)"
1,617,Trash Can,Tennis Court 1 Sunset Trash Can "(50)",Trash Can,1,"(37.8019230963,-122.434457745)"
1,618,Trash Can,Basketball Court 1 Trash Can "(30)",Trash Can,1,"(37.8021701734,-122.434502538)"
1,619,Trash Can,Basketball Court 1 Trash Can "(50)",Trash Can,1,"(37.8021586291,-122.434499498)"
1,621,Trash Can,Asphalt Pathway 30 Gallon Trash Can,Trash Can,3,"(37.8022086562,-122.434295792)"
1,623,Trash Can,Asphalt Pathway 30 Gallon Trash Can,Trash Can,3,"(37.802399962,-122.434366769)"
1,626,Trash Can,Asphalt Pathway  30 Gallon Trash Can,Trash Can,10,"(37.8022543479,-122.431754226)"
1,638,Trash Can,24th & York Trash Cans,Trash Can,2,"(37.7530637691,-122.408605725)"
1,639,Trash Can,24th & York Trash Cans,Trash Can,2,"(37.7529343352,-122.408528814)"
1,646,Trash Can,Shrubbery Trash Cans,Trash Can,2,"(37.7101856977,-122.397973707)"
1,647,Trash Can,Shrubbery Trash Cans,Trash Can,2,"(37.7101794485,-122.397975226)"
1,651,Trash Can,Concrete Pathway Trash Cans,Trash Can,1,"(37.7100750036,-122.39805539)"
1,652,Trash Can,Perennial Bed Trash Cans,Trash Can,1,"(37.7099250145,-122.398119838)"
1,670,Trash Can,Children's Play Area 2 Trash Cans,Trash Can,3,"(37.7223315373,-122.414239022)"
1,671,Trash Can,Children's Play Area 2 Trash Cans,Trash Can,3,"(37.7223158794,-122.414237693)"
1,672,Trash Can,Children's Play Area 2 Trash Cans,Trash Can,3,"(37.7223455669,-122.414240336)"
1,676,Trash Can,Concrete Pathway Trash Cans,Trash Can,3,"(37.7217716055,-122.413867853)"
1,677,Trash Can,Concrete Pathway Trash Cans,Trash Can,3,"(37.7217712854,-122.41385638)"
1,678,Trash Can,Concrete Pathway Trash Cans,Trash Can,3,"(37.7217272105,-122.413766715)"
1,684,Trash Can,Children's Play Area 1 Trash Cans,Trash Can,1,"(37.7223669363,-122.412941191)"
1,687,Trash Can,Softball Field 2 Trash Cans,Trash Can,1,"(37.7235236827,-122.413200354)"
1,705,Trash Can,Stairway Trash Can,Trash Can,1,"(37.7502978916,-122.468685819)"
1,711,Trash Can,Multi-Use Paved Play Area Trash Can,Trash Can,2,"(37.7516600757,-122.465185671)"
1,719,Trash Can,Hardscaped Area Trash Can,Trash Can,3,"(37.7174721055,-122.470148782)"
1,725,Trash Can,Children's Play Area Trash Cans,Trash Can,3,"(37.8022421691,-122.412442148)"
1,726,Trash Can,Children's Play Area Trash Cans,Trash Can,3,"(37.8022675253,-122.412230642)"
1,727,Trash Can,Children's Play Area Trash Cans,Trash Can,3,"(37.8022173298,-122.412185669)"
1,743,Trash Can,Multi-Use Play Area Trash Can,Trash Can,1,"(37.7325788559,-122.402296571)"
1,768,Trash Can,Picnic Area 1 Trash Cans,Trash Can,1,"(37.7378725906,-122.419684518)"
1,772,Trash Can,Perennial Bed Trash Cans,Trash Can,2,"(37.7371294256,-122.419016702)"
1,776,Trash Can,Restroom/Pump Storage Room Trash Cans,Trash Can,2,"(37.7371504335,-122.420566847)"
1,777,Trash Can,Restroom/Pump Storage Room Trash Cans,Trash Can,2,"(37.7370907164,-122.420607441)"
1,779,Trash Can,Hardscaped Area Trash Cans,Trash Can,3,"(37.7922480309,-122.412208224)"
1,780,Trash Can,Hardscaped Area Trash Cans,Trash Can,3,"(37.7922013943,-122.41206944)"
1,781,Trash Can,Hardscaped Area Trash Cans,Trash Can,3,"(37.7920952975,-122.412123324)"
1,782,Trash Can,Hardscape Area Perimeter Trash Cans,Trash Can,4,"(37.7918516112,-122.412131779)"
1,783,Trash Can,Hardscape Area Perimeter Trash Cans,Trash Can,4,"(37.7921616595,-122.412395604)"
1,784,Trash Can,Turf Trash Can,Trash Can,3,"(37.7923463666,-122.412315153)"
1,785,Trash Can,Turf Trash Can,Trash Can,3,"(37.7923644594,-122.412169995)"
1,786,Trash Can,Turf Trash Can,Trash Can,3,"(37.7923763942,-122.412057735)"
1,787,Trash Can,Hardscape Area Perimeter Trash Cans,Trash Can,4,"(37.792505305,-122.412218765)"
1,788,Trash Can,Hardscape Area Perimeter Trash Cans,Trash Can,4,"(37.7921775963,-122.411936696)"
1,807,Trash Can,Turf Trash Cans,Trash Can,6,"(37.7646037926,-122.398917691)"
1,813,Trash Can,Softball Field Trash Cans,Trash Can,2,"(37.7421913495,-122.427159714)"
1,816,Trash Can,Trash Cans,Trash Can,19,"(37.777002402,-122.434350557)"
1,821,Trash Can,Trash Cans,Trash Can,19,"(37.7769912644,-122.434760876)"
1,823,Trash Can,Trash Cans,Trash Can,19,"(37.7761297942,-122.43411698)"
1,849,Trash Can,Tennis Court Trash Cans,Trash Can,1,"(37.7425186701,-122.428085985)"
1,856,Trash Can,Children's Play Area Trash Cans,Trash Can,1,"(37.7426158673,-122.428213475)"
1,859,Trash Can,Hardscape Trash Can,Trash Can,5,"(37.7423487609,-122.428322392)"
1,860,Trash Can,Hardscape Trash Can,Trash Can,5,"(37.7423515318,-122.42829686)"
1,861,Trash Can,Hardscape Trash Can,Trash Can,5,"(37.7423532229,-122.428206845)"
1,862,Trash Can,Hardscape Trash Can,Trash Can,5,"(37.7423586704,-122.428100577)"
1,863,Trash Can,Hardscape Trash Can,Trash Can,5,"(37.7423572618,-122.428128061)"
1,891,Trash Can,Turf Trash Cans,Trash Can,1,"(37.7844531501,-122.437880431)"
1,904,Bench,Tennis Court 1 Trash Cans,Trash Can,1,"(37.7844486443,-122.436159017)"
1,924,Trash Can,Concrete Pathway Trash Can,Trash Can,4,"(37.7700691004,-122.435017273)"
1,926,Trash Can,Concrete Pathway Trash Can,Trash Can,4,"(37.7692679483,-122.434829873)"
1,946,Trash Can,Concrete Hardscaped Area Trash Can,Trash Can,15,"(37.7878132681,-122.407417138)"
1,947,Trash Can,Concrete Hardscaped Area Trash Can,Trash Can,15,"(37.7877522265,-122.407404251)"
1,956,Trash Can,Concrete Hardscaped Area Trash Can,Trash Can,15,"(37.7878515456,-122.407120728)"
1,958,Trash Can,Concrete Hardscaped Area Trash Can,Trash Can,15,"(37.7877950191,-122.407081202)"
1,961,Trash Can,Concrete Hardscaped Area Trash Can,Trash Can,15,"(37.7876198442,-122.407156969)"
1,962,Trash Can,Concrete Hardscaped Area Trash Can,Trash Can,15,"(37.787642948,-122.406990857)"
1,964,Trash Can,Concrete Hardscaped Area Trash Can,Trash Can,15,"(37.7878860117,-122.407009448)"
1,972,Trash Can,Softball Field Trash Cans,Trash Can,2,"(37.742180715,-122.427182754)"
1,978,Trash Can,Natural Area Trash Cans,Trash Can,2,"(37.7377058872,-122.440772002)"
1,979,Trash Can,Natural Area Trash Cans,Trash Can,2,"(37.7379402922,-122.440850879)"
2,001,Trash Can,Turf Trash Cans,Trash Can,1,"(37.7375442683,-122.420759234)"
2,006,Trash Can,Perennial Bed Trash Cans,Trash Can,2,"(37.7372800777,-122.419379216)"
2,027,Trash Can,Tennis Court 2 Trash Cans,Trash Can,1,"(37.8017279341,-122.42006269)"
2,030,Trash Can,Tennis Court 1 Trash Cans,Trash Can,1,"(37.8015709134,-122.420438249)"
2,033,Trash Can,Tennis Court 3 Trash Cans,Trash Can,1,"(37.801643563,-122.419814612)"
2,036,Trash Can,Basketball Court Trash Cans,Trash Can,1,"(37.8013676866,-122.420187849)"
2,101,Trash Can,Annex Bathroom Trash Can,Trash Can,1,"(37.7779885131,-122.45769265)"
2,104,Trash Can,Lawn Area Trash Can,Trash Can,2,"(37.7781965802,-122.458062059)"
2,117,Trash Can,Tennis Court 1 Trash Can,Trash Can,1,"(37.7791400841,-122.458114462)"
2,123,Trash Can,Lawn Area Trash Can,Trash Can,2,"(37.779277046,-122.457030198)"
2,137,Trash Can,Tennis Court Trash Can,Trash Can,9,"(37.7696607416,-122.459599725)"
2,138,Trash Can,Tennis Court Trash Can,Trash Can,9,"(37.7696859057,-122.458934214)"
2,154,Trash Can,Lawn Area Trash Can,Trash Can,2,"(37.7799700302,-122.464956625)"
2,180,Trash Can,Lawn Area Trash Can,Trash Can,2,"(37.7799808956,-122.464934334)"
2,198,Trash Can,Asphalt Pathway Trash Cans,Trash Can,6,"(37.7370198956,-122.440766464)"
2,199,Trash Can,Asphalt Pathway Trash Cans,Trash Can,6,"(37.7368872259,-122.440729309)"
2,200,Trash Can,Children's Play Area Trash Cans,Trash Can,1,"(37.7369165311,-122.440681272)"
2,210,Trash Can,Asphalt Pathway Trash Cans,Trash Can,6,"(37.7370637991,-122.441066693)"
2,211,Trash Can,Asphalt Pathway Trash Cans,Trash Can,6,"(37.7370535123,-122.441062987)"
2,212,Trash Can,Asphalt Pathway Trash Cans,Trash Can,6,"(37.7370456447,-122.441061446)"
2,213,Trash Can,Asphalt Pathway Trash Cans,Trash Can,6,"(37.7370319082,-122.441057401)"
2,214,Trash Can,Ballfield 2 Trash Cans,Trash Can,4,"(37.7361549767,-122.441245037)"
2,216,Trash Can,Ballfield 2 Trash Cans,Trash Can,4,"(37.7363760257,-122.441394502)"
2,217,Trash Can,Ballfield 2 Trash Cans,Trash Can,4,"(37.7363545883,-122.441402206)"
2,218,Trash Can,Ballfield 2 Trash Cans,Trash Can,4,"(37.7364639812,-122.44135221)"
2,221,Trash Can,Silver Tree Day Camp Grounds Trash Cans,Trash Can,1,"(37.7407295035,-122.44217606)"
2,248,Trash Can,Tennis Court 1 Trash Cans,Trash Can,1,"(37.7912405576,-122.454840976)"
2,249,Trash Can,Concrete Pathway Trash Cans,Trash Can,2,"(37.7908781935,-122.45383675)"
2,250,Trash Can,Concrete Pathway Trash Cans,Trash Can,2,"(37.7908659527,-122.453831281)"
2,251,Trash Can,Asphalt Pathway Trash Cans,Trash Can,1,"(37.7908498776,-122.454053005)"
2,254,Trash Can,Trash Can 3,Trash Can,1,"(37.7868943642,-122.466884613)"
2,255,Trash Can,Trash Can 4,Trash Can,1,"(37.78688794,-122.466884198)"
2,258,Trash Can,Trash Can 5,Trash Can,1,"(37.7874606102,-122.469256131)"
2,262,Trash Can not found,Trash Can 6,Trash Can,1,"(37.7874694735,-122.469364439)"
2,265,Trash Can,DG Path Trash Can,Trash Can,2,"(37.7872496605,-122.47124944)"
2,266,Trash Can,DG Path Trash Can,Trash Can,2,"(37.7872502953,-122.471211471)"
2,271,Trash Can,Trash Can 7,Trash Can,1,"(37.7868653549,-122.470429408)"
2,279,Trash Can,CPA Trash Can 1,Trash Can,1,"(37.7868063422,-122.471337725)"
2,280,Trash Can,CPA Trash Can 2,Trash Can,1,"(37.7868085534,-122.471310206)"
2,285,Trash Can,Trash Can 1,Trash Can,1,"(37.7869606026,-122.471692404)"
2,286,Trash Can,Trash Can 2,Trash Can,1,"(37.7869904193,-122.471694906)"
2,289,Trash Can,Shrubbery Trash Can,Trash Can,1,"(37.7867453343,-122.471339846)"
2,290,Trash Can not found,Trash Can 8,Trash Can,1,"(37.7871984818,-122.471633787)"
2,319,Trash Can,Softball Field 2 Trash Can,Trash Can,1,"(37.7376243739,-122.498681219)"
2,366,Trash Can,Multi-Use Paved Play Area Trash Cans,Trash Can,1,"(37.7576700004,-122.415172851)"
2,367,Trash Can,Paved Soccer Pitch Trash Cans,Trash Can,1,"(37.7573885425,-122.415137013)"
2,369,Trash Can,Tennis Court Trash Cans,Trash Can,1,"(37.7575050152,-122.41555038)"
2,371,Trash Can,Non-Landscaped Greenspace Trash Cans,Trash Can,2,"(37.7660578175,-122.442417293)"
2,385,Trash Can,Asphalt Pathway Trash Can,Trash Can,2,"(37.7697684046,-122.442080343)"
2,386,Trash Can,Asphalt Pathway Trash Can,Trash Can,2,"(37.7698358243,-122.442015843)"
2,392,Trash Can,Natural Area Trash Cans,Trash Can,5,"(37.7699761548,-122.441601464)"
2,393,Trash Can,Natural Area Trash Cans,Trash Can,5,"(37.769982802,-122.441581726)"
2,398,Trash Can,Asphalt Pathway Trash Can,Trash Can,2,"(37.7699750939,-122.440130024)"
2,399,Trash Can,Asphalt Pathway Trash Can,Trash Can,2,"(37.7699753887,-122.440112113)"
2,409,Trash Can,Lang Field 1 Trash Cans,Trash Can,2,"(37.7812002518,-122.424989042)"
2,413,Trash Can,Lang Field 1 Trash Cans,Trash Can,2,"(37.7811690787,-122.425231057)"
2,414,Trash Can,Hardscaped Area Trash Cans,Trash Can,2,"(37.7810524797,-122.425303487)"
2,422,Trash Can,Turf Trash Cans,Trash Can,1,"(37.7808269529,-122.425378581)"
2,425,Trash Can,Hardscaped Area Trash Cans,Trash Can,2,"(37.7805382209,-122.425481874)"
2,436,Trash Can,Basketball Court 1 Trash Cans,Trash Can,1,"(37.7805024714,-122.426050314)"
2,444,Trash Can,Tennis Court 2 Trash Cans,Trash Can,1,"(37.7808207028,-122.426632891)"
2,451,Trash Can,Tennis Court 1 Trash Cans,Trash Can,1,"(37.7809959379,-122.427022713)"
2,463,Trash Can,Concrete Hardscaped Area Trash Can,Trash Can,15,"(37.7882090772,-122.40713094)"
2,466,Trash Can,Concrete Hardscaped Area Trash Can,Trash Can,15,"(37.7882073185,-122.407492089)"
2,473,Trash Can,Concrete Hardscaped Area Trash Can,Trash Can,15,"(37.7881893957,-122.407640841)"
2,481,Trash Can,Concrete Hardscaped Area Trash Can,Trash Can,15,"(37.7882287009,-122.408038033)"
2,484,Trash Can,Concrete Hardscaped Area Trash Can,Trash Can,15,"(37.7877647632,-122.407891309)"
2,485,Trash Can,Concrete Hardscaped Area Trash Can,Trash Can,15,"(37.7876941599,-122.407863769)"
2,486,Trash Can,Concrete Hardscaped Area Trash Can,Trash Can,15,"(37.7875377601,-122.407889593)"
2,488,Trash Can,Concrete Hardscaped Area Trash Can,Trash Can,15,"(37.7877321207,-122.407536481)"
2,531,Trash Can,Upper Reservoir Parking Lot Trash Can,Trash Can,1,"(37.7204295403,-122.417341885)"
2,532,Trash Can,Jerry Garcia Turf Trash Can,Trash Can,1,"(37.7206466639,-122.417307588)"
2,541,Trash Can,Upper Reservoir Picnic Area Trash Can,Trash Can,7,"(37.721830418,-122.420841199)"
2,542,Trash Can,Upper Reservoir Picnic Area Trash Can,Trash Can,7,"(37.7218191177,-122.420836159)"
2,543,Trash Can,Upper Reservoir Picnic Area Trash Can,Trash Can,7,"(37.7218068305,-122.420830679)"
2,551,Trash Can,Upper Reservoir Picnic Area Trash Can,Trash Can,7,"(37.7216922949,-122.420339912)"
2,552,Trash Can,Upper Reservoir Picnic Area Trash Can,Trash Can,7,"(37.7216909178,-122.420323273)"
2,553,Trash Can,Upper Reservoir Picnic Area Trash Can,Trash Can,7,"(37.721691256,-122.420302527)"
2,555,Trash Can,Upper Reservoir Parking Lot Trash Can,Trash Can,1,"(37.7219620712,-122.423191708)"
2,556,Trash Can,West Asphalt Pathway Trash Cans,Trash Can,1,"(37.7231149338,-122.424464516)"
2,572,Trash Can,Upper Reservoir Picnic Area Trash Can,Trash Can,7,"(37.721620549,-122.422180953)"
2,594,Trash Can,Asphalt Pathway Trash Cans,Trash Can,3,"(37.734471557,-122.376092144)"
2,595,Trash Can,Asphalt Pathway Trash Cans,Trash Can,3,"(37.7337173473,-122.376293038)"
2,596,Trash Can,Asphalt Pathway Trash Cans,Trash Can,3,"(37.7337507125,-122.37628175)"
2,600,Trash Can,Turf Trash Cans,Trash Can,3,"(37.7472220949,-122.410835367)"
2,605,Trash Can,Picnic Area Trash Cans,Trash Can,3,"(37.7470636583,-122.410814932)"
2,606,Trash Can,Picnic Area Trash Cans,Trash Can,3,"(37.7470536777,-122.410807405)"
2,607,Trash Can,Picnic Area Trash Cans,Trash Can,3,"(37.7470429893,-122.41079895)"
2,615,Trash Can,Concrete Pathway Trash Cans,Trash Can,3,"(37.746944475,-122.411578023)"
2,621,Trash Can,Turf Trash Cans,Trash Can,3,"(37.7468942721,-122.412403779)"
2,630,Trash Can,Concrete Pathway Trash Cans,Trash Can,3,"(37.7468711339,-122.413411888)"
2,631,Trash Can,Concrete Pathway Trash Cans,Trash Can,3,"(37.7468737956,-122.413398435)"
2,647,Trash Can,Turf Trash Cans,Trash Can,1,"(37.7855005233,-122.442440674)"
2,664,Trash Can,Shrubbery Trash Cans,Trash Can,1,"(37.7865951722,-122.432329724)"
2,665,Trash Can,Non-Landscaped Greenspace Trash Can,Trash Can,1,"(37.7863428153,-122.432258707)"
2,668,Trash Can,Mulch Pathway Trash Cans,Trash Can,1,"(37.7624873522,-122.406103669)"
2,669,Trash Can,Corwin Community Garden Trash Cans,Trash Can,1,"(37.7573640595,-122.440194014)"
2,678,Trash Can,Asphalt Path Trash Cans,Trash Can,1,"(37.7964875513,-122.417497076)"
2,681,Trash Can,Children's Play Area Trash Can,Trash Can,1,"(37.7127242399,-122.408987268)"
2,686,Trash Can,Softball Field Trash Cans,Trash Can,3,"(37.7913142993,-122.452232296)"
2,687,Trash Can,Softball Field Trash Cans,Trash Can,3,"(37.7913043527,-122.45222815)"
2,688,Trash Can,Softball Field Trash Cans,Trash Can,3,"(37.7912905711,-122.452222933)"
2,697,Trash Can,Picnic Area Trash Cans,Trash Can,2,"(37.7912618067,-122.453640665)"
2,698,Trash Can,Picnic Area Trash Cans,Trash Can,2,"(37.7912717895,-122.453639961)"
2,701,Trash Can,Children's Play Area Trash Cans,Trash Can,2,"(37.791150074,-122.453932958)"
2,702,Trash Can,Children's Play Area Trash Cans,Trash Can,2,"(37.7909557173,-122.453876135)"
2,705,Trash Can,Tennis Court 4 Trash Cans,Trash Can,1,"(37.7911529938,-122.454221028)"
2,706,Trash Can,Basketball Court Trash Cans,Trash Can,1,"(37.7912852056,-122.454325054)"
2,708,Trash Can,Tennis Court 2 Trash Cans,Trash Can,1,"(37.7913326893,-122.454554928)"
2,711,Trash Can,Children's Play Area Trash Cans,Trash Can,1,"(37.7590241115,-122.418358201)"
2,717,Trash Can,DG Pathways Trash Cans,Trash Can,2,"(37.7589944559,-122.418204327)"
2,723,Trash Can,DG Pathways Trash Cans,Trash Can,2,"(37.7588685479,-122.418230713)"
2,727,Trash Can,Concrete Pathway Trash Cans,Trash Can,5,"(37.7545845268,-122.41337355)"
2,737,Trash Can,Concrete Pathway Trash Cans,Trash Can,5,"(37.754537849,-122.413527642)"
2,740,Trash Can,Children's Play Area Trash Cans,Trash Can,1,"(37.7544629291,-122.413783486)"
2,756,Trash Can,Concrete Pathway Trash Cans,Trash Can,5,"(37.7543094587,-122.413707007)"
2,758,Trash Can,Ramp Trash Can,Trash Can,1,"(37.754243905,-122.414026879)"
2,759,Trash Can,Concrete Pathway Trash Cans,Trash Can,5,"(37.7542824787,-122.413830393)"
2,760,Trash Can,Concrete Pathway Trash Cans,Trash Can,5,"(37.7542823227,-122.413840001)"
2,765,Trash Can,Shrubbery Trash Cans,Trash Can,1,"(37.7492260792,-122.422408239)"
2,769,Trash Can,Concrete Pathway Trash Cans,Trash Can,1,"(37.7497173232,-122.42176614)"
2,772,Trash Can,Children's Play Area Trash Cans,Trash Can,1,"(37.795909491,-122.410456092)"
2,774,Trash Can,Concrete Hardscaped Area Trash Cans,Trash Can,2,"(37.7958101445,-122.410459791)"
2,785,Trash Can,Concrete Hardscaped Area Trash Cans,Trash Can,2,"(37.7958738844,-122.410421864)"
2,788,Trash Can,Perennial Bed Trash Cans,Trash Can,2,"(37.7959786096,-122.410275402)"
2,791,Trash Can,Perennial Bed Trash Cans,Trash Can,2,"(37.7959629284,-122.410375095)"
2,797,Trash Can,Perennial Bed Trash Cans,Trash Can,3,"(37.765520536,-122.410170579)"
2,798,Trash Can,Perennial Bed Trash Cans,Trash Can,3,"(37.7655436847,-122.409788933)"
2,799,Trash Can,Asphalt Pathway Trash Cans,Trash Can,2,"(37.7654458555,-122.409779494)"
2,800,Trash Can,Turf Trash Cans,Trash Can,7,"(37.7654989179,-122.409301493)"
2,801,Trash Can,Turf Trash Cans,Trash Can,7,"(37.7654397229,-122.409289998)"
2,802,Trash Can,Asphalt Pathway Trash Cans,Trash Can,2,"(37.7654530188,-122.408809774)"
2,803,Trash Can,Turf Trash Cans,Trash Can,7,"(37.7650044413,-122.40866794)"
2,804,Trash Can,Turf Trash Cans,Trash Can,7,"(37.7648036808,-122.408842303)"
