Object ID,Map Label,Asset Name,Asset Type,Quantity,lat,lng
2,805,Trash Can,Turf Trash Cans,Trash Can,7,"(37.7647979174,-122.409258745)"
2,806,Trash Can,Turf Trash Cans,Trash Can,7,"(37.7648084312,-122.409082243)"
2,807,Trash Can,Turf Trash Cans,Trash Can,7,"(37.7647041479,-122.408754972)"
2,811,Trash Can,Picnic Area Trash Cans,Trash Can,2,"(37.7646039766,-122.409688426)"
2,812,Trash Can,Picnic Area Trash Cans,Trash Can,2,"(37.7645846069,-122.409538443)"
2,816,Trash Can,Perennial Bed Trash Cans,Trash Can,3,"(37.7654261573,-122.410343615)"
2,817,Trash Can,Multi-Use Paved Play Areas Trash Cans,Trash Can,3,"(37.7849311863,-122.415504773)"
2,819,Trash Can,Multi-Use Paved Play Areas Trash Cans,Trash Can,3,"(37.7847297107,-122.415397151)"
2,820,Trash Can,Multi-Use Paved Play Areas Trash Cans,Trash Can,3,"(37.7847763432,-122.415091077)"
2,821,Trash Can,Preschool Children's Play Area Trash Cans,Trash Can,2,"(37.7828165285,-122.415905587)"
2,822,Trash Can,Preschool Children's Play Area Trash Cans,Trash Can,2,"(37.7826918922,-122.415902371)"
2,823,Trash Can,Children's Play Area Trash Cans,Trash Can,2,"(37.7855174301,-122.418151328)"
2,825,Trash Can,Children's Play Area Trash Cans,Trash Can,2,"(37.7852765465,-122.418206362)"
2,826,Trash Can,Perennial Bed Trash Cans,Trash Can,2,"(37.7853811437,-122.41808558)"
2,827,Trash Can,Perennial Bed Trash Cans,Trash Can,2,"(37.7854188602,-122.418091415)"
2,828,Trash Can,Concrete Pathway Trash Cans,Trash Can,3,"(37.7786025695,-122.406517676)"
2,829,Trash Can,Perennial Bed Trash Cans,Trash Can,1,"(37.7786281966,-122.406365302)"
2,831,Trash Can,Concrete Pathway Trash Cans,Trash Can,3,"(37.7785440591,-122.40611829)"
2,832,Trash Can,Turf Trash Cans,Trash Can,1,"(37.7783216819,-122.406244973)"
2,833,Trash Can,Concrete Pathway Trash Cans,Trash Can,3,"(37.7785909962,-122.406010593)"
2,835,Trash Can,Turf Trash Cans,Trash Can,13,"(37.7820373371,-122.393461404)"
2,836,Trash Can,Turf Trash Cans,Trash Can,13,"(37.7819276986,-122.393617219)"
2,837,Trash Can,Turf Trash Cans,Trash Can,13,"(37.7818071601,-122.393784568)"
2,839,Trash Can,Turf Trash Cans,Trash Can,13,"(37.7817119203,-122.393960998)"
2,841,Trash Can,Turf Trash Cans,Trash Can,13,"(37.7816303418,-122.394013054)"
2,842,Trash Can,Turf Trash Cans,Trash Can,13,"(37.7815929641,-122.394138706)"
2,843,Trash Can,Turf Trash Cans,Trash Can,13,"(37.7815887142,-122.393794184)"
2,844,Trash Can,Turf Trash Cans,Trash Can,13,"(37.7814682306,-122.393958158)"
2,845,Trash Can,Turf Trash Cans,Trash Can,13,"(37.7814054866,-122.394029113)"
2,852,Trash Can,Turf Trash Cans,Trash Can,13,"(37.7814190141,-122.394270748)"
2,853,Trash Can,Turf Trash Cans,Trash Can,13,"(37.7813448298,-122.394386969)"
2,854,Trash Can,Turf Trash Cans,Trash Can,13,"(37.7812586238,-122.394501197)"
2,855,Trash Can,Turf Trash Cans,Trash Can,13,"(37.7811505009,-122.394562558)"
2,858,Trash Can,Brick Pathway Trash Cans,Trash Can,10,"(37.7847139253,-122.411690325)"
2,859,Trash Can,Brick Pathway Trash Cans,Trash Can,10,"(37.7846200454,-122.411779499)"
2,861,Trash Can,Brick Pathway Trash Cans,Trash Can,10,"(37.7843323638,-122.412087572)"
2,862,Trash Can,Brick Pathway Trash Cans,Trash Can,10,"(37.7842662367,-122.412180852)"
2,863,Trash Can,Brick Pathway Trash Cans,Trash Can,10,"(37.7843785317,-122.412173566)"
2,864,Trash Can,Brick Pathway Trash Cans,Trash Can,10,"(37.7842875418,-122.412361189)"
2,865,Trash Can,Brick Pathway Trash Cans,Trash Can,10,"(37.784241976,-122.412348708)"
2,866,Trash Can,Brick Pathway Trash Cans,Trash Can,10,"(37.7842320736,-122.412295308)"
2,867,Trash Can,Brick Pathway Trash Cans,Trash Can,10,"(37.7841495429,-122.412403996)"
2,868,Trash Can,Brick Pathway Trash Cans,Trash Can,10,"(37.7841918344,-122.412286358)"
2,870,Trash Can,Concrete Pathway Trash Cans,Trash Can,2,"(37.7786900158,-122.418042397)"
2,871,Trash Can,Hardscaped Area Trash Cans,Trash Can,19,"(37.7790471974,-122.418135966)"
2,872,Trash Can,Hardscaped Area Trash Cans,Trash Can,19,"(37.7791366312,-122.417815906)"
2,873,Trash Can,Hardscaped Area Trash Cans,Trash Can,19,"(37.7787726925,-122.417679034)"
2,874,Trash Can,DG Paths Trash Cans,Trash Can,2,"(37.7788887413,-122.417164037)"
2,875,Trash Can,Hardscaped Area Trash Cans,Trash Can,19,"(37.7791835386,-122.417288647)"
2,877,Trash Can,DG Paths Trash Cans,Trash Can,2,"(37.7791916472,-122.417065786)"
2,878,Trash Can,Concrete Pathway Trash Cans,Trash Can,2,"(37.7792509977,-122.416934488)"
2,881,Trash Can,Hardscaped Area Trash Cans,Trash Can,19,"(37.7792781452,-122.418032256)"
2,882,Trash Can,Turf Trash Cans,Trash Can,3,"(37.7793689881,-122.417604439)"
2,883,Trash Can,Turf Trash Cans,Trash Can,3,"(37.7793372177,-122.417287477)"
2,884,Trash Can,Hardscaped Area Trash Cans,Trash Can,19,"(37.7795681125,-122.418089529)"
2,885,Trash Can,Hardscaped Area Trash Cans,Trash Can,19,"(37.7795788624,-122.417624833)"
2,886,Trash Can,Hardscaped Area Trash Cans,Trash Can,19,"(37.7797128645,-122.418250965)"
2,887,Trash Can,Hardscaped Area Trash Cans,Trash Can,19,"(37.780098842,-122.418323296)"
2,888,Trash Can,Hardscaped Area Trash Cans,Trash Can,19,"(37.7801241072,-122.418097774)"
2,889,Trash Can,Hardscaped Area Trash Cans,Trash Can,19,"(37.7797494985,-122.417949825)"
2,890,Trash Can,Turf Trash Can,Trash Can,3,"(37.7266264544,-122.500790826)"
2,891,Trash Can,Turf Trash Can,Trash Can,3,"(37.7266092194,-122.500818505)"
2,892,Trash Can,Turf Trash Can,Trash Can,3,"(37.7266315618,-122.500819107)"
2,901,Trash Can,Asphalt Pathway Trash Can,Trash Can,3,"(37.7254831977,-122.499669402)"
2,902,Trash Can,Asphalt Pathway Trash Can,Trash Can,3,"(37.7254933148,-122.499655979)"
2,914,Trash Can,Concrete Hardscaped Area Trash Cans,Trash Can,1,"(37.7641993863,-122.420258579)"
2,929,Trash Can,Hardscaped Area Trash Cans,Trash Can,19,"(37.7800968177,-122.417987971)"
2,930,Trash Can,Hardscaped Area Trash Cans,Trash Can,19,"(37.7801172703,-122.417638647)"
2,931,Trash Can,Hardscaped Area Trash Cans,Trash Can,19,"(37.7799111281,-122.417350336)"
2,933,Trash Can,Hardscaped Area Trash Cans,Trash Can,19,"(37.7799286828,-122.417440223)"
2,934,Trash Can,Hardscaped Area Trash Cans,Trash Can,19,"(37.7801363898,-122.417825233)"
2,935,Trash Can,Hardscaped Area Trash Cans,Trash Can,19,"(37.7798804439,-122.417140223)"
2,936,Trash Can,Hardscaped Area Trash Cans,Trash Can,19,"(37.7801241135,-122.417389288)"
2,937,Trash Can,Turf Trash Cans,Trash Can,3,"(37.7796625152,-122.417174706)"
2,939,Trash Can,Concrete Pathway Trash Can,Trash Can,2,"(37.7095537495,-122.446684478)"
2,967,Trash Can,Concrete Hardscaped Area Trash Cans,Trash Can,3,"(37.7959347066,-122.420474612)"
2,973,Trash Can,Concrete Hardscaped Area Trash Cans,Trash Can,3,"(37.7957081616,-122.420710688)"
2,974,Trash Can,Concrete Hardscaped Area Trash Cans,Trash Can,3,"(37.7959147198,-122.420844476)"
2,977,Trash Can,Tennis Court Trash Cans,Trash Can,1,"(37.7957865801,-122.420953773)"
2,984,Trash Can,Asphalt Pathway Trash Can,Trash Can,7,"(37.737995147,-122.506780447)"
2,985,Trash Can,Asphalt Pathway Trash Can,Trash Can,7,"(37.7417086823,-122.507311406)"
2,987,Trash Can,Asphalt Pathway Trash Can,Trash Can,7,"(37.7454276246,-122.507744892)"
2,989,Trash Can,Asphalt Pathway Trash Can,Trash Can,7,"(37.7491544832,-122.508232407)"
2,991,Trash Can,Asphalt Pathway Trash Can,Trash Can,7,"(37.7528810731,-122.508746377)"
2,993,Trash Can,Asphalt Pathway Trash Can,Trash Can,7,"(37.7565981731,-122.509210527)"
2,995,Trash Can,Asphalt Pathway Trash Can,Trash Can,7,"(37.7603049852,-122.50973486)"
2,998,Trash Can,Pro Shop Trash Can,Trash Can,3,"(37.7698415373,-122.459610417)"
2,999,Trash Can,Pro Shop Trash Can,Trash Can,3,"(37.7698584816,-122.459675014)"
3,000,Trash Can,Pro Shop Trash Can,Trash Can,3,"(37.769959569,-122.459626361)"
3,001,Trash Can,Tennis Court Trash Can,Trash Can,9,"(37.7700032835,-122.459541651)"
3,002,Trash Can,Tennis Court Trash Can,Trash Can,9,"(37.7700574757,-122.458590692)"
3,003,Trash Can,Tennis Court Trash Can,Trash Can,9,"(37.7704080859,-122.458612768)"
3,004,Trash Can,Tennis Court Trash Can,Trash Can,9,"(37.7703468782,-122.459561573)"
3,005,Trash Can,Tennis Court Trash Can,Trash Can,9,"(37.7705514056,-122.459039944)"
3,006,Trash Can,Tennis Court Trash Can,Trash Can,9,"(37.7707748788,-122.458126379)"
3,008,Trash Can,Tennis Court Trash Can,Trash Can,1,"(37.7705561982,-122.459264228)"
3,010,Trash Can,Tennis Court Trash Can,Trash Can,9,"(37.7706134745,-122.458563133)"
3,046,Trash Can,Asphalt Pathway Trash Cans,Trash Can,1,"(37.8011891031,-122.416902462)"
3,047,Trash Can,Basketball Half-Court Trash Cans,Trash Can,1,"(37.8011026728,-122.416689573)"
3,049,Trash Can,DG Pathway Trash Cans,Trash Can,2,"(37.8010712482,-122.417089942)"
3,052,Trash Can,DG Pathway Trash Cans,Trash Can,2,"(37.800923581,-122.417051515)"
3,057,Trash Can,Synthetic Field Soccer/Football Trash Cans,Trash Can,3,"(37.7391589976,-122.385600479)"
3,058,Trash Can,Synthetic Field Soccer/Football Trash Cans,Trash Can,3,"(37.7391004945,-122.385495655)"
3,059,Trash Can,Synthetic Field Soccer/Football Trash Cans,Trash Can,3,"(37.7389958795,-122.385309288)"
3,065,Trash Can,Tot's Play Area Trash Cans,Trash Can,1,"(37.7380282417,-122.384237591)"
3,066,Trash Can,Children's Play Area Trash Cans,Trash Can,1,"(37.7381645079,-122.384041261)"
3,073,Trash Can,Picnic Area Trash Cans,Trash Can,1,"(37.7383474988,-122.384002269)"
3,076,Trash Can,Concrete Pathway Trash Cans,Trash Can,1,"(37.7384096503,-122.38376502)"
3,082,Trash Can,Adam Rodgers Trash Cans,Trash Can,1,"(37.7309532196,-122.383967667)"
3,086,Trash Can,Adam Rodgers Lawn Trash Cans,Trash Can,2,"(37.7308417727,-122.383735379)"
3,087,Trash Can,Adam Rodgers Lawn Trash Cans,Trash Can,2,"(37.7305260276,-122.383588714)"
3,106,Trash Can,Turf Trash Cans,Trash Can,3,"(37.8068415072,-122.44677105)"
3,110,Trash Can,Turf Trash Cans,Trash Can,3,"(37.8069470927,-122.44635571)"
3,113,Trash Can,Turf Trash Cans,Trash Can,3,"(37.8071693745,-122.445503949)"
3,166,Trash Can,Sunnydale/Mansell Picnic Area Trash Can,Trash Can,1,"(37.7172304545,-122.425439077)"
3,168,Trash Can,West Turf Trash Cans,Trash Can,1,"(37.7175673089,-122.425766114)"
3,174,Trash Can,Wilde Reservoir Picnic Area Trash Can,Trash Can,1,"(37.7190388892,-122.409125264)"
3,183,Trash Can,East Turf Trash Can,Trash Can,3,"(37.7185663894,-122.410180873)"
3,184,Trash Can,East Turf Trash Can,Trash Can,3,"(37.7184953828,-122.410460629)"
3,193,Trash Can,Wilde Reservoir Picnic Area 2 Trash Can,Trash Can,2,"(37.7185171785,-122.411198342)"
3,194,Trash Can,Wilde Reservoir Picnic Area 2 Trash Can,Trash Can,2,"(37.7185071929,-122.41109847)"
3,205,Trash Can,Natural Area Trash Can,Trash Can,1,"(37.7179905648,-122.412346707)"
3,208,Trash Can,West Non-Landscaped Greenspace Trash Can,Trash Can,1,"(37.7173467589,-122.424294133)"
3,216,Trash Can,Mansell Tennis Courts Picnic Area Trash Can,Trash Can,2,"(37.7200225242,-122.412828229)"
3,217,Trash Can,Mansell Tennis Courts Picnic Area Trash Can,Trash Can,2,"(37.720092887,-122.412661187)"
3,224,Trash Can,East Turf Trash Can,Trash Can,3,"(37.7195705103,-122.413510882)"
3,226,Trash Can,Concrete Path Trash Cans,Trash Can,5,"(37.7855363173,-122.499843389)"
3,227,Trash Can,Concrete Path Trash Cans,Trash Can,5,"(37.7856098532,-122.499630319)"
3,229,Trash Can,Concrete Path Trash Cans,Trash Can,5,"(37.7856618726,-122.499134359)"
3,230,Trash Can,Concrete Path Trash Cans,Trash Can,5,"(37.7852823646,-122.499256771)"
3,231,Trash Can,Concrete Path Trash Cans,Trash Can,5,"(37.7850695645,-122.49939125)"
3,234,Trash Can,DG Pathway Trash Can,Trash Can,5,"(37.7122954786,-122.489090784)"
3,235,Trash Can,DG Pathway Trash Can,Trash Can,5,"(37.7124709644,-122.488741001)"
3,239,Trash Can,DG Pathway Trash Can,Trash Can,5,"(37.7085125971,-122.486136219)"
3,243,Trash Can,DG Pathway Trash Can,Trash Can,5,"(37.7131422845,-122.486009345)"
3,245,Trash Can,DG Pathway Trash Can,Trash Can,5,"(37.7127455745,-122.485700828)"
3,258,Trash Can,Boathouse Picnic Area Trash Can,Trash Can,7,"(37.7267314304,-122.500162199)"
3,259,Trash Can,Boathouse Picnic Area Trash Can,Trash Can,7,"(37.7267220417,-122.500344874)"
3,260,Trash Can,Boathouse Picnic Area Trash Can,Trash Can,7,"(37.726713998,-122.499872386)"
3,261,Trash Can,Boathouse Picnic Area Trash Can,Trash Can,7,"(37.7266799049,-122.499658641)"
3,262,Trash Can,Boathouse Picnic Area Trash Can,Trash Can,7,"(37.7266064441,-122.499459665)"
3,263,Trash Can,Boathouse Picnic Area Trash Can,Trash Can,7,"(37.7264129555,-122.499171274)"
3,264,Trash Can,Boathouse Picnic Area Trash Can,Trash Can,7,"(37.726203279,-122.499013488)"
3,265,Trash Can,Asphalt Pathway Trash Can,Trash Can,3,"(37.7266508192,-122.500590085)"
3,293,Trash Can,Asphalt Hardscaped Area Trash Cans,Trash Can,4,"(37.7142433293,-122.450064574)"
3,294,Trash Can,Asphalt Hardscaped Area Trash Cans,Trash Can,4,"(37.714234682,-122.450054171)"
3,295,Trash Can,Asphalt Hardscaped Area Trash Cans,Trash Can,4,"(37.7142245664,-122.450043729)"
3,296,Trash Can,Asphalt Hardscaped Area Trash Cans,Trash Can,4,"(37.7142159345,-122.450032401)"
3,305,Trash Can,Soccer - Trash Cans,Trash Can"(37.7144308377,-122.429050263)"
3,307,Trash Can,Turf - Trash Cans,Trash Can,4,"(37.7140622848,-122.429869637)"
3,308,Trash Can,Turf - Trash Cans,Trash Can,4,"(37.7136311746,-122.430009088)"
3,309,Trash Can,Turf - Trash Cans,Trash Can,4,"(37.7133148041,-122.430145239)"
3,312,Trash Can,Turf - Trash Cans,Trash Can,4,"(37.7131242174,-122.428081528)"
3,313,Trash Can,Turf - Trash Cans,Trash Can,4,"(37.713199494,-122.428052097)"
3,318,Trash Can,Turf - Trash Cans,Trash Can,4,"(37.7139860234,-122.427827702)"
3,319,Trash Can,Turf - Trash Cans,Trash Can,4,"(37.7142332286,-122.427652086)"
3,320,Trash Can,Skatepark - Trash Cans,Trash Can,3,"(37.7137452235,-122.42767229)"
3,321,Trash Can,Skatepark - Trash Cans,Trash Can,3,"(37.713757271,-122.42767092)"
3,322,Trash Can,Skatepark - Trash Cans,Trash Can,3,"(37.7137707095,-122.427666223)"
3,324,Trash Can,Turf - Trash Cans,Trash Can,4,"(37.7144334283,-122.428727897)"
3,325,Trash Can,Turf - Trash Cans,Trash Can,4,"(37.7143523146,-122.42837763)"
3,326,Trash Can,Turf - Trash Cans,Trash Can,4,"(37.7136402795,-122.427879809)"
3,327,Trash Can,Turf - Trash Cans,Trash Can,4,"(37.7130826028,-122.428073904)"
3,360,Picnic Table,Spreckels Lake Picnic Table,Trash Can,1,"(37.7716682573,-122.494941862)"
3,361,Trash Can,Spreckels Lake Trash Can,Trash Can,1,"(37.7716809874,-122.49489414)"
3,364,Trash Can,Spreckels Lake Trash Can,Trash Can,1,"(37.7709488406,-122.495604436)"
3,367,Trash Can,Graham Field Trash Can,Trash Can,4,"(37.7675398445,-122.465771319)"
3,368,Trash Can,Graham Field Trash Can,Trash Can,4,"(37.7675919034,-122.465662781)"
3,369,Trash Can,Graham Field Trash Can,Trash Can,4,"(37.7679385359,-122.465097434)"
3,370,Trash Can,Graham Field Trash Can,Trash Can,4,"(37.767833278,-122.465755433)"
3,375,Trash Can,Nealon Field Trash Can,Trash Can,3,"(37.7681025924,-122.464507901)"
3,376,Trash Can,Nealon Field Trash Can,Trash Can,3,"(37.768133264,-122.463990698)"
3,377,Trash Can,Handball/Raquetball Trash Can,Trash Can,1,"(37.7685701355,-122.464941872)"
3,378,Trash Can,Nealon Field Trash Can,Trash Can,3,"(37.7683210283,-122.464244048)"
3,395,Trash Can,Nursery & Maintenance Yard Trash Can,Trash Can,1,"(37.766988072,-122.462247972)"
3,399,Trash Can,Rose Garden Trash Can,Trash Can,1,"(37.7720397044,-122.47116295)"
3,441,Trash Can,Fulton CPA Trash Can,Trash Can,3,"(37.7730766429,-122.467594749)"
3,442,Trash Can,Fulton CPA Trash Can,Trash Can,3,"(37.77268343,-122.467866709)"
3,443,Trash Can,Fulton CPA Trash Can,Trash Can,3,"(37.7726841318,-122.467824671)"
3,445,Trash Can,Alley of Humanitarians Trash Can,Trash Can,1,"(37.7726203682,-122.464356369)"
3,477,Trash Can,Asphalt Pathway Trash Can,Trash Can,1,"(37.7697897709,-122.46043952)"
3,513,Trash Can,Lawn Trash Can,Trash Can,13,"(37.7729220955,-122.445461791)"
3,514,Trash Can,Lawn Trash Can,Trash Can,13,"(37.7730025856,-122.444567701)"
3,515,Trash Can,Lawn Trash Can,Trash Can,13,"(37.7730967177,-122.443842557)"
3,516,Trash Can,Lawn Trash Can,Trash Can,13,"(37.773124641,-122.443003287)"
3,517,Trash Can,Lawn Trash Can,Trash Can,13,"(37.773278048,-122.441957296)"
3,546,Trash Can,Lawn Trash Can,Trash Can,13,"(37.7717229927,-122.452706956)"
3,547,Trash Can,Lawn Trash Can,Trash Can,13,"(37.7715711185,-122.451798777)"
3,548,Trash Can,Lawn Trash Can,Trash Can,13,"(37.7716949331,-122.449792387)"
3,549,Trash Can,Lawn Trash Can,Trash Can,13,"(37.7719136639,-122.448821844)"
3,550,Trash Can,Lawn Trash Can,Trash Can,13,"(37.7721525425,-122.447497355)"
3,551,Trash Can,Lawn Trash Can,Trash Can,13,"(37.7725725315,-122.447766708)"
3,552,Trash Can,Lawn Trash Can,Trash Can,13,"(37.7722341278,-122.44761064)"
3,553,Trash Can,Lawn Trash Can,Trash Can,13,"(37.772665777,-122.447318556)"
3,555,Trash Can,Kezar Stadium Trash Can,Trash Can,3,"(37.7662953082,-122.455503087)"
3,556,Trash Can,Kezar Stadium Trash Can,Trash Can,3,"(37.7662959877,-122.455236448)"
3,557,Trash Can,Kezar Stadium Trash Can,Trash Can,3,"(37.7664483895,-122.454798825)"
3,648,Trash Can,Oak Woodland Trash Can,Trash Can,1,"(37.7739161966,-122.456354729)"
3,655,Trash Can,Hayes Street Entrance Trash Can,Trash Can,1,"(37.7728993644,-122.454700242)"
3,663,Trash Can,Haight St Entrance Trash Can,Trash Can,2,"(37.7692191415,-122.453853392)"
3,665,Trash Can,Sharon Meadow Trash Can,Trash Can,10,"(37.7689571209,-122.456243607)"
3,667,Trash Can,Sharon Meadow Trash Can,Trash Can,10,"(37.7692260925,-122.456445396)"
3,671,Trash Can,Sharon Meadow Trash Can,Trash Can,10,"(37.7695716826,-122.458016794)"
3,672,Trash Can,Sharon Meadow Trash Can,Trash Can,10,"(37.7694783366,-122.458097779)"
3,673,Trash Can,Sharon Meadow Trash Can,Trash Can,10,"(37.7695516904,-122.457891097)"
3,674,Trash Can,Little Rec Trash Can,Trash Can,1,"(37.7688188526,-122.456592288)"
3,675,Trash Can,Sharon Meadow Trash Can,Trash Can,10,"(37.7694162145,-122.458735893)"
3,738,Trash Can,Trash Can @ Transverse & Middle,Trash Can,1,"(37.7679611498,-122.479998045)"
3,739,Trash Can,25th & JFK Trash Can,Trash Can,2,"(37.766636614,-122.482275125)"
3,747,Trash Can,Glen Eagle Trash Can,Trash Can,4,"(37.7673573095,-122.485547708)"
3,765,Trash Can,Strawberry Hill Trash Can,Trash Can,2,"(37.768805161,-122.474593526)"
3,766,Trash Can,Strawberry Hill Trash Can,Trash Can,2,"(37.768432047,-122.473664435)"
3,767,Trash Can,Stow Lake Trash Can,Trash Can,8,"(37.7696502964,-122.477661931)"
3,771,Trash Can,Boathouse Trash Can,Trash Can,3,"(37.7706431342,-122.477375561)"
3,772,Trash Can,Stow Lake Trash Can,Trash Can,8,"(37.7664041096,-122.476770068)"
3,773,Trash Can,Stow Lake Trash Can,Trash Can,8,"(37.7664252789,-122.476641499)"
3,774,Trash Can,Stow Lake Trash Can,Trash Can,8,"(37.7664146249,-122.476709947)"
3,775,Trash Can,Stow Lake Trash Can,Trash Can,8,"(37.7664197282,-122.476676759)"
3,776,Trash Can,Stow Lake Trash Can,Trash Can,8,"(37.7664091169,-122.476742604)"
3,777,Trash Can,Stow Lake Trash Can,Trash Can,8,"(37.7673525387,-122.476591013)"
3,778,Trash Can,Stow Lake Trash Can,Trash Can,8,"(37.7673838353,-122.474154864)"
3,784,Trash Can,North Lake Trash Can,Trash Can,3,"(37.7685723674,-122.502705812)"
3,785,Trash Can,North Lake Trash Can,Trash Can,3,"(37.7696525147,-122.503300472)"
3,794,Trash Can,North Lake Trash Can,Trash Can,3,"(37.7684972697,-122.500991719)"
3,818,Trash Can,Bercut Picnic Trash Can,Trash Can,2,"(37.7670385317,-122.501596837)"
3,820,Trash Can,South Lake Trash Can,Trash Can,1,"(37.7651103616,-122.4991102)"
3,823,Trash Can,South Lake Parking Lot Trash Can,Trash Can,1,"(37.7660993699,-122.499610258)"
3,830,Trash Can,Beach Chalet DG Path Trash Can,Trash Can,2,"(37.7651197119,-122.509607092)"
3,833,Trash Can,Lincoln Ave CPA Trash Can,Trash Can,2,"(37.7645415123,-122.505086385)"
3,834,Trash Can,Lincoln Ave CPA Trash Can,Trash Can,2,"(37.7645399967,-122.505055482)"
3,835,Trash Can,Beach Chalet DG Path Trash Can,Trash Can,2,"(37.7674905233,-122.509922053)"
3,836,Trash Can,Chalet Clubhouse Trash Can,Trash Can,4,"(37.7674025189,-122.507823185)"
3,837,Trash Can,Chalet Clubhouse Trash Can,Trash Can,4,"(37.7674293776,-122.507826995)"
3,838,Trash Can,Chalet Clubhouse Trash Can,Trash Can,4,"(37.7674488972,-122.507830606)"
3,839,Trash Can,Chalet Clubhouse Trash Can,Trash Can,4,"(37.7674660227,-122.507831069)"
3,850,Trash Can,Dutch Windmill Trash Can,Trash Can,1,"(37.7701249288,-122.50946551)"
3,856,Trash Can,Bercut Picnic Trash Can,Trash Can,2,"(37.766493358,-122.50247883)"
3,865,Trash Can,Beach Chalet Trash Can,Trash Can,1,"(37.7694236207,-122.510368122)"
3,867,Trash Can,Lloyd Lake Trash Can,Trash Can,1,"(37.7701550939,-122.481804368)"
3,941,Trash Can,Boathouse Trash Can,Trash Can,3,"(37.7706511237,-122.47729539)"
3,942,Trash Can,Boathouse Trash Can,Trash Can,3,"(37.7706313916,-122.477374567)"
3,946,Trash Can,Glen Eagle Trash Can,Trash Can,4,"(37.7673797702,-122.485552677)"
3,947,Trash Can,Glen Eagle Trash Can,Trash Can,4,"(37.7674017885,-122.48558385)"
3,948,Trash Can,Glen Eagle Trash Can,Trash Can,4,"(37.7673455791,-122.485523365)"
3,949,Trash Can,25th & JFK Trash Can,Trash Can,2,"(37.7666173267,-122.482287718)"
3,950,Trash Can,Sharon Meadow Trash Can,Trash Can,10,"(37.7695890693,-122.457275505)"
3,954,Trash Can,East Entrance Bathroom Trash Can,Trash Can,1,"(37.7701480797,-122.454901968)"
3,967,Trash Can,Concrete Pathway Trash Cans,Trash Can,3,"(37.8017056898,-122.447917672)"
3,969,Trash Can,Concrete Pathway Trash Cans,Trash Can,3,"(37.8016761048,-122.447962671)"
3,973,Trash Can,Concrete Pathway Trash Cans,Trash Can,3,"(37.8017323338,-122.447703047)"
3,974,Trash Can,Asphalt Hardscaped Area Trash Cans,Trash Can,10,"(37.8019331276,-122.447423456)"
3,975,Trash Can,Asphalt Hardscaped Area Trash Cans,Trash Can,10,"(37.8019434948,-122.447363341)"
3,976,Trash Can,Asphalt Hardscaped Area Trash Cans,Trash Can,10,"(37.8021486232,-122.44713709)"
3,977,Trash Can,Asphalt Hardscaped Area Trash Cans,Trash Can,10,"(37.8022036373,-122.447115961)"
3,978,Trash Can,Asphalt Hardscaped Area Trash Cans,Trash Can,10,"(37.8026621481,-122.447037921)"
3,979,Trash Can,Asphalt Hardscaped Area Trash Cans,Trash Can,10,"(37.8026975656,-122.447076806)"
3,980,Trash Can,Asphalt Hardscaped Area Trash Cans,Trash Can,10,"(37.8030093617,-122.447104661)"
3,981,Trash Can,Asphalt Hardscaped Area Trash Cans,Trash Can,10,"(37.8031381668,-122.447135373)"
3,982,Trash Can,Turf Trash Cans,Trash Can,1,"(37.8041467799,-122.447413767)"
3,984,Trash Can,Perennial Bed Trash Cans,Trash Can,3,"(37.8027665277,-122.448933776)"
3,993,Trash Can,Asphalt Hardscaped Area Trash Cans,Trash Can,10,"(37.8040367056,-122.448668753)"
3,994,Trash Can,Asphalt Hardscaped Area Trash Cans,Trash Can,10,"(37.8040136524,-122.448753454)"
4,004,Trash Can,Perennial Bed Trash Cans,Trash Can,3,"(37.8035704568,-122.448752786)"
4,029,Trash Can,Brick Pathway Trash Cans,Trash Can,4,"(37.7758704053,-122.424470426)"
4,034,Trash Can,Brick Pathway Trash Cans,Trash Can,4,"(37.7759062438,-122.424257888)"
4,042,Trash Can,Brick Pathway Trash Cans,Trash Can,4,"(37.7761789718,-122.42432389)"
4,056,Trash Can,Picnic Area Trash Cans,Trash Can,1,"(37.7764364782,-122.424555074)"
4,073,Trash Can,Brick Pathway Trash Cans,Trash Can,4,"(37.7762972994,-122.424347223)"
4,085,Trash Can,Sidewalk Trash Cans,Trash Can,1,"(37.7794789616,-122.43352327)"
4,101,Trash Can,Concrete Pathway Trash Cans,Trash Can,1,"(37.7800767017,-122.428680612)"
4,108,Trash Can,Concrete Pathway McAllister/Fulton Trash Can,Trash Can,1,"(37.7789770872,-122.428475621)"
4,139,Trash Can,Concrete Plaza Trash Cans,Trash Can,4,"(37.7850279144,-122.429497991)"
4,145,Trash Can,Concrete Plaza Trash Cans,Trash Can,4,"(37.7850363082,-122.429996748)"
4,150,Trash Can,Concrete Plaza Trash Cans,Trash Can,4,"(37.7852714932,-122.430042084)"
4,174,Trash Can,Concrete Plaza Trash Cans,Trash Can,4,"(37.7852588207,-122.429963711)"
4,215,Trash Can,Archery Field Trash Can,Trash Can,1,"(37.770387066,-122.507794047)"
4,216,Trash Can,Urban Forestry Trash Can,Trash Can,1,"(37.7682926662,-122.483772838)"
4,228,Trash Can,Concrete Pathway Trash Can,Trash Can,18,"(37.7951506911,-122.405379426)"
4,229,Trash Can,Concrete Pathway Trash Can,Trash Can,18,"(37.7950255785,-122.405671496)"
4,230,Trash Can,Concrete Pathway Trash Can,Trash Can,18,"(37.7949390886,-122.405658877)"
